name,slug,description,price,costPrice,wholesalePrice,compareAtPrice,images,category,sku,stock,isActive,isFeatured,showInPromotions,seoTitle,seoDescription,oemNumbers,attr_type,attr_ապրանքանիշ,attr_սեզոն,attr_լայնություն,attr_պրոֆիլ,attr_չափ,attr_տրամագիծ,vehicle_brand,vehicle_model,vehicle_yearFrom,vehicle_yearTo
,,,,,,,,Ամրակներ,C0864,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0865,0,այո,,,,,14017779,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0866,0,այո,,,,,"W705955S300,10146315",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0867,0,այո,,,,,55055098,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0868,0,այո,,,,,"354400,387042S,4241054",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0869,0,այո,,,,,"67771520101,6777152010O,6777152010GO,0155301553",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0869GreyBlack,0,այո,,,,,"6777152010B1,6777152010B0,0155309431,0155301553, 0155304233",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0869Grey,0,այո,,,,,6777152010G0,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0870,0,այո,,,,,387074,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0871,0,այո,,,,,E0VE9K319A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0872,0,այո,,,,,0155309311,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0873,0,այո,,,,,1H0868243B,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0874,0,այո,,,,,4179981,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0875,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0876,0,այո,,,,,91560SZ3003,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0876Seal,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0877,0,այո,,,,,"384111,3237451,380111S",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0878,0,այո,,,,,"472815,801471",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0879,0,այո,,,,,1610403,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0880,0,այո,,,,,A1249900492,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0881,0,այո,,,,,14017780,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0882,0,այո,,,,,7586730120,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0883,0,այո,,,,,"A0009903792,N10032301",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0884,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0885,0,այո,,,,,"A1249900792,A12499007929C75,A12499007929C75",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0886,0,այո,,,,,"11518017,W708530S300",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0887,0,այո,,,,,"MQ907568,S47P64345,6010H01ED10001",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0887Beige,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0888,0,այո,,,,,"11296AG000,9110016000001",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0889,0,այո,,,,,"K7955706000,7955706000,330170021",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0891,0,այո,,,,,"20298365,6013122",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0892,0,այո,,,,,"375372S,6001419",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0893,0,այո,,,,,9046707201,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0894,0,այո,,,,,N802737S,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0895,0,այո,,,,,N90833801,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0896,0,այո,,,,,9046705114,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0897,0,այո,,,,,0009871081,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0898,0,այո,,,,,5387958010,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0898GreyBlack-B,0,այո,,,,,4774906010,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0899,0,այո,,,,,9046707211,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0900,0,այո,,,,,"9018905067,1021528200,BYDQ398S4211,1014326900,9050011000001",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0901,0,այո,,,,,"501080079887178,0079887178",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0902,0,այո,,,,,"0019884981,A0019884981",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0903,0,այո,,,,,"0019885181,A0019885181",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0904,0,այո,,,,,"51138166675, 71717421",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0904Yellow,0,այո,,,,,51138166675,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0905,0,այո,,,,,3B0868243,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0906,0,այո,,,,,"1H0867199AU71,1H0867199A",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0907,0,այո,,,,,1H0868243,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0908,0,այո,,,,,"357853575,95667895",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0909,0,այո,,,,,1H0853585A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0910,0,այո,,,,,3A0853575,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0911,0,այո,,,,,3B0853575,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0912,0,այո,,,,,3A0853575A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0913,0,այո,,,,,4A0853825C,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0914,0,այո,,,,,4A0853825A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0915,0,այո,,,,,191853733A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0916,0,այո,,,,,3B0853576,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0917,0,այո,,,,,"A0019887681,0019887681",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0918,0,այո,,,,,6K0868243C,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0919,0,այո,,,,,"0019888081,A0019888081",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0920,0,այո,,,,,A1249880478,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0921,0,այո,,,,,"1H0837719,90579619",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0922,0,այո,,,,,1H0853585B,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0922MilkWhite,0,այո,,,,,1H0853585B,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0923,0,այո,,,,,1H0823397,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0924,0,այո,,,,,"357853585,357853586,701853585,357853585A",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0925,0,այո,,,,,1H0819055C01C,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0926,0,այո,,,,,1H0819055B01C,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0927,0,այո,,,,,443853909A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0928,0,այո,,,,,4A0853825,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0929,0,այո,,,,,"701867299,701867299U71",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0929DarkGrey,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0929Black,0,այո,,,,,70186729901C,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0930,0,այո,,,,,"16131176747,A0039900251,0039900251",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0931,0,այո,,,,,51471840960,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0932,0,այո,,,,,"0069887278,A0069887278",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0933,0,այո,,,,,171201969,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0934,0,այո,,,,,A019880378,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0935,0,այո,,,,,"8777028000,MB344789",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0936,0,այո,,,,,51132251394,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0937,0,այո,,,,,191853577A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0938,0,այո,,,,,"171885767,A0019944145",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0938Black,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0939,0,այո,,,,,"0119887678,1591426",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0940,0,այո,,,,,"6N0823397C,6N0823397AC,6N0823397A",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0941,0,այո,,,,,"701853585, 357853585",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0942,0,այո,,,,,"N90201601H,6998849,51471904317,2207713,W702846S300",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0943,0,այո,,,,,171807249A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0944,0,այո,,,,,0069883078，A0069883078,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0945,0,այո,,,,,165827592,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0946,0,այո,,,,,A0019886381,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0947,0,այո,,,,,N0385501,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0948,0,այո,,,,,"0019886081,A0019886081",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0949,0,այո,,,,,"0019882981,A0019882981",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0950,0,այո,,,,,"6N0809966A,191941142,WHT003737*",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0951,0,այո,,,,,"191941142, 63121378639",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0952,0,այո,,,,,811807577C,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0953,0,այո,,,,,A0019884681,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0954,0,այո,,,,,7703081147*,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0955,0,այո,,,,,91505S9A003,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0956,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0957,0,այո,,,,,"0009908492,A0009908492",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0958,0,այո,,,,,11518988,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0959,0,այո,,,,,9046707108C0,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0960,0,այո,,,,,"7L5853994,7701053516,7701057715",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0961,0,այո,,,,,6099812,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0962,0,այո,,,,,"4774958010,4774908010*,19183917",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0963,0,այո,,,,,663487,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0964,0,այո,,,,,"0019880325,A0019880325,68009867AA",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0965,0,այո,,,,,51717006757,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0966,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0967,0,այո,,,,,"357853586D,357853586,701853585,357853585",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0968,0,այո,,,,,7549360020,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0969,0,այո,,,,,8775835000,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0970,0,այո,,,,,"8775837000, 7957809000",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0971,0,այո,,,,,8684822000,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0972,0,այո,,,,,9235137000,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0973,0,այո,,,,,"7L0839069,95555906900",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0974,0,այո,,,,,"0069888978,A0069888978",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0975,0,այո,,,,,743707,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0976,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0977,0,այո,,,,,6503204,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0978,0,այո,,,,,A0019885081,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0979,0,այո,,,,,A0019884481,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0980,0,այո,,,,,"51447780135,7701397195,7703074022,1089880027,51311802258,ZC961983U,4229652,637628,13H2475L",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0981,0,այո,,,,,"51410151699,51418172050, 481867197",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0982,0,այո,,,,,877193D000,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0983,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0984,0,այո,,,,,8659324000,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0985,0,այո,,,,,"1018434*,6725950*,51488181420*",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0985Grey,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0986,0,այո,,,,,"129943,90355861",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0987,0,այո,,,,,K79519058001,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0988,0,այո,,,,,"K7959108001,33030455",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0989,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0990,0,այո,,,,,15006827,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0991,0,այո,,,,,"9046705136,53Z1609021,53Z1607006",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0992,0,այո,,,,,"2240582,2240587",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0993,0,այո,,,,,"6777158010,61Z1602005",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0994,0,այո,,,,,"14188380,7703077059,699143",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0995,0,այո,,,,,5386726020,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0996,0,այո,,,,,"9018906229,MR598490",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0997,0,այո,,,,,9046706168,,,,,,,,,,,
,,,,,,,,Ամրակներ,C0998,0,այո,,,,,"9046709185,53Z1607003,53Z1607004",,,,,,,,,,,
,,,,,,,,Ամրակներ,C0999,0,այո,,,,,9046707201,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1000,0,այո,,,,,"7693426050,9672426050",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1001,0,այո,,,,,"51Z1610006,5742326010",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1002,0,այո,,,,,9048001537,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1003,0,այո,,,,,"6786920030,91567SR2013,909120024",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1004,0,այո,,,,,"9046707198CO,51Z1606003",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1005,0,այո,,,,,9018905005,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1006,0,այո,,,,,9018906128,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1007,0,այո,,,,,"6339926050,9046706177B5",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1008,0,այո,,,,,9094901D15,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1009,0,այո,,,,,A000747315,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1010,0,այո,,,,,A000847315,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1011,0,այո,,,,,A000547315,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1012,0,այո,,,,,9094901C06,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1013,0,այո,,,,,9094901D14,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1014,0,այո,,,,,7728926010,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1015,0,այո,,,,,"9046907012,23E8152098",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1016,0,այո,,,,,9094901C57,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1017,0,այո,,,,,A000647315,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1018,0,այո,,,,,9094901D16,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1019,0,այո,,,,,9046400872,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1020,0,այո,,,,,9046400873,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1021,0,այո,,,,,4878883AA,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1022,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1023,0,այո,,,,,"G18K51SJ3,NE5151SJ3A*",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1024,0,այո,,,,,8712426460,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1025,0,այո,,,,,8712426520,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1026,0,այո,,,,,8712447030,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1027,0,այո,,,,,8712425110,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1028,0,այո,,,,,712426480,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1029,0,այո,,,,,8712426530,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1030,0,այո,,,,,9046400558,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1031,0,այո,,,,,77014A9001,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1032,0,այո,,,,,6783726030B,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1033,0,այո,,,,,6783726040A,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1034,0,այո,,,,,6277526050,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1035,0,այո,,,,,6277526010,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1036,0,այո,,,,,5611535050,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1037,0,այո,,,,,6482726030,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1038,0,այո,,,,,6482826030,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1039,0,այո,,,,,6481826030,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1040,0,այո,,,,,6481826050,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1041,0,այո,,,,,"9095001620,61Z1620086,6107211S08,1027515200,BYDQ72523D23,1108289400,BYDQ72523",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1042,0,այո,,,,,9048001621,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1043,0,այո,,,,,9094901A25,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1044,0,այո,,,,,8712426450,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1045,0,այո,,,,,82678A9001,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1046,0,այո,,,,,"82678A9002,37Z1624351",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1047,0,այո,,,,,82678A9003,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1048,0,այո,,,,,"82678A9004,37Z1624352",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1049,0,այո,,,,,82678A9005,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1050,0,այո,,,,,"82678A9006,37Z1624353,8271112200",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1051,0,այո,,,,,82678A9007,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1052,0,այո,,,,,"82678A9008,23E8152056",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1053,0,այո,,,,,82678A9009,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1054,0,այո,,,,,82678A9010,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1055,0,այո,,,,,6277526020,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1056,0,այո,,,,,4L3Z1510182AA,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1057,0,այո,,,,,"85315A9001,84Z1610053",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1058,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1059,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1060,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1061,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1062,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1063,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1064,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1065,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1066,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1067,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1068,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1069,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1070,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1071,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1072,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1073,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1074,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1075,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1076,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1077,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1078,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1079,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1080,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1081,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1082,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1083,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1084,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1085,0,այո,,,,,"90667671013ZA,MC440901,62660486001",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1086,0,այո,,,,,387980S,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1087,0,այո,,,,,5429796,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1088,0,այո,,,,,7588260010,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1089,0,այո,,,,,7588160010,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1090,0,այո,,,,,"7539860021, 7539800000",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1091,0,այո,,,,,7549160011,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1092,0,այո,,,,,7539460030,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1093,0,այո,,,,,7539360030,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1096,0,այո,,,,,"MB157530,TQ69806S,8412436000",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1097,0,այո,,,,,"PW842076,TQ37606",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1098,0,այո,,,,,MR298908,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1099,0,այո,,,,,"PW831910,TQ69763",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1100,0,այո,,,,,"MB481588,TQ69763,MR215512",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1101,0,այո,,,,,"MB091863,TQ69205S",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1102,0,այո,,,,,"MR298528,TQ692C08",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1103,0,այո,,,,,"MR215510*,MB344728,TQ69606,94530438",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1104,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1105,0,այո,,,,,76882AZ100,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1106,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1107,0,այո,,,,,91503S0KA01,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1108,0,այո,,,,,W710718S307,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1109,0,այո,,,,,"8231527000,833152S100",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1110,0,այո,,,,,"0153301781, 7703077080",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1111,0,այո,,,,,698317,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1112,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1113,0,այո,,,,,4F129A317AA,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1114,0,այո,,,,,87702H1000,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1115,0,այո,,,,,91513SJK003,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1119,0,այո,,,,,91506S9A003,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1120Grey,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1120DarkGrey,0,այո,,,,,"63398A9001,55Z1609004",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1121,0,այո,,,,,"82456515, 82456516",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1122,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1124,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1125,0,այո,,,,,52561B1020,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1126,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1127,0,այո,,,,,"14187880,NR14187480",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1129,0,այո,,,,,84953AU100,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1130,0,այո,,,,,TQ692D07,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1131,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1132,0,այո,,,,,"MU481187,TQ69108S",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1141,0,այո,,,,,2332254010,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1142,0,այո,,,,,2144050Y00,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1143,0,այո,,,,,"5482087, 9046710201",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1144,0,այո,,,,,,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1145,0,այո,,,,,"BP4K58762,8085089922",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1147,0,այո,,,,,"11609417,W715537S300",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1148,0,այո,,,,,8775927000,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1149,0,այո,,,,,"8775626000,877562G000",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1150,0,այո,,,,,"16186729901C,N0385491,N0385494,1618672999,N90112201,N90112202,90087290,697334*,A0009902992",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1151,0,այո,,,,,9046706177,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1152,0,այո,,,,,877583L000,,,,,,,,,,,
,,,,,,,,Ամրակներ,C1153,0,այո,,,,,"861552H100,8615622000,861572H100",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1153Seal,0,այո,,,,,"861572H1000*,8615622000",,,,,,,,,,,
,,,,,,,,Ամրակներ,C1154,0,այո,,,,,,,,,,,,,,,,
